Region,Month,Fertilizer_Usage_kg,Crop_Type,Crop_Area_ha,Livestock_Cows,Livestock_Pigs,Household_Energy_kWh,Renewable_Energy_Fraction,Temperature_C,Rainfall_mm,Carbon_Emission_tCO2,Year
R0103,10,191.6,Rice,44.1,46,155,228.5,0.51,29.5,53.4,16.48,2023
R0194,6,196.5,Rice,29.1,33,21,269.3,0.92,10.5,284.9,5.98,2022
R0166,4,106.4,Barley,38.8,1,15,493.0,0.86,6.7,141.5,3.13,2018
R0090,12,188.5,Barley,11.3,66,12,162.7,0.97,33.4,74.5,12.66,2022
R0174,7,131.7,Rice,20.7,93,99,316.3,0.65,5.1,281.5,15.05,2022
R0122,8,90.5,Barley,22.5,71,99,139.5,0.68,34.3,49.3,22.04,2023
R0143,9,155.4,Barley,28.0,51,61,227.4,0.63,26.9,224.3,15.0,2020
R0106,11,148.8,Barley,46.8,6,170,311.0,0.62,14.9,195.1,9.55,2019
R0123,6,198.4,Wheat,44.3,75,86,478.7,0.15,25.9,44.6,13.71,2018
R0009,6,89.8,Rice,11.1,18,77,256.5,0.54,29.5,114.8,4.34,2023
R0262,8,150.8,Rice,12.8,89,159,126.0,0.39,12.4,62.0,22.36,2020
R0073,12,57.8,Barley,21.1,91,66,255.3,0.44,28.1,189.3,16.78,2024
R0223,5,67.0,Wheat,18.1,14,90,158.3,0.52,29.1,153.6,14.05,2019
R0041,3,50.6,Barley,32.7,77,184,192.0,0.13,12.5,21.2,15.25,2019
R0204,12,199.9,Wheat,45.6,47,192,347.2,0.36,6.3,293.2,18.1,2023
R0264,3,170.3,Rice,48.3,13,196,127.0,0.06,11.1,117.9,12.07,2021
R0178,6,168.0,Barley,34.4,2,176,285.9,0.98,11.0,92.3,1.84,2018
R0084,2,126.5,Rice,42.7,49,32,343.8,0.12,7.0,82.3,10.23,2019
R0111,6,95.0,Wheat,28.6,92,114,268.7,0.26,26.8,64.5,20.65,2023
R0251,6,72.7,Maize,14.4,53,18,107.7,0.89,16.4,299.8,10.43,2023
R0007,8,92.7,Wheat,28.6,5,163,494.2,0.48,31.5,102.6,5.02,2020
R0084,7,106.4,Maize,30.0,48,197,246.8,0.14,12.6,133.5,15.66,2024
R0208,8,163.4,Rice,38.4,22,123,411.4,0.38,18.6,264.0,4.06,2021
R0022,9,130.9,Rice,14.9,91,142,230.3,0.12,24.2,199.7,22.11,2018
R0003,6,61.6,Barley,21.6,77,119,290.0,0.2,31.3,123.2,13.46,2022
R0127,3,52.7,Maize,21.4,77,96,255.4,0.05,20.7,271.5,25.11,2024
R0297,10,65.3,Wheat,48.2,19,23,237.0,0.44,16.2,229.9,8.06,2024
R0188,3,111.6,Rice,25.0,76,26,108.7,0.81,31.0,83.8,9.97,2020
R0014,11,190.0,Maize,39.0,90,176,244.0,0.59,14.3,200.2,18.47,2019
R0012,12,145.6,Wheat,38.8,59,74,455.8,0.61,7.4,278.3,3.2,2019
R0087,1,170.3,Maize,16.9,98,22,376.2,0.2,18.4,159.0,9.82,2020
R0012,11,120.0,Wheat,30.7,44,160,158.2,0.34,28.6,225.4,13.19,2023
R0025,5,104.2,Wheat,45.2,60,40,336.5,0.85,5.9,291.9,3.63,2019
R0243,4,66.3,Wheat,26.4,55,55,456.9,0.09,22.6,213.3,9.24,2021
R0122,9,181.4,Wheat,47.5,1,156,380.0,0.86,22.8,48.7,9.78,2018
R0147,9,167.5,Maize,14.7,44,158,159.5,0.48,32.9,88.5,18.25,2024
R0055,5,75.2,Maize,8.3,39,192,447.1,0.84,13.6,186.6,6.33,2024
R0238,10,126.8,Barley,45.1,23,97,220.6,0.32,13.4,97.2,21.71,2021
R0173,4,123.1,Maize,43.1,28,145,281.6,0.34,18.2,288.1,5.88,2019
R0221,7,143.8,Maize,49.7,66,5,310.5,0.75,15.7,133.5,8.62,2024
R0119,6,191.9,Barley,35.6,67,179,440.2,0.78,27.1,148.0,14.28,2022
R0183,4,137.0,Maize,47.2,65,39,472.6,0.23,24.3,216.4,12.26,2018
R0288,10,131.0,Wheat,42.2,83,192,471.9,0.97,27.8,166.8,10.13,2018
R0300,2,57.5,Rice,43.0,53,41,103.2,0.08,29.6,127.0,11.4,2024
R0082,1,59.4,Rice,30.6,52,195,468.8,0.07,32.7,41.5,20.24,2020
R0211,4,78.1,Barley,22.2,78,31,121.8,0.6,17.9,187.0,9.09,2024
R0150,4,54.9,Maize,47.1,48,9,206.3,0.72,34.5,262.9,-0.18,2020
R0037,1,161.5,Maize,24.4,31,68,306.0,0.96,11.5,212.0,-2.89,2024
R0059,6,158.5,Barley,29.2,60,8,292.0,0.4,26.4,126.8,9.0,2022
R0131,4,70.4,Rice,25.1,41,68,341.9,0.03,21.0,55.8,11.26,2023
R0202,1,175.4,Wheat,30.4,0,188,291.8,0.6,29.5,248.6,11.11,2018
R0243,1,73.2,Maize,26.2,62,138,473.8,0.29,19.3,283.7,15.95,2024
R0035,1,95.2,Barley,7.2,34,98,196.2,0.43,28.5,128.7,7.38,2022
R0093,8,87.3,Wheat,44.7,50,195,209.6,0.49,32.9,224.0,16.68,2020
R0207,10,105.8,Barley,25.0,70,73,468.3,0.06,27.0,135.0,13.59,2020
R0213,8,88.2,Barley,31.5,44,102,130.7,0.49,28.3,160.6,19.84,2018
R0159,2,123.3,Barley,11.3,76,122,343.8,0.43,7.0,254.2,11.74,2021
R0024,11,111.1,Rice,5.2,64,101,372.7,0.71,11.1,43.4,7.87,2024
R0293,7,198.0,Rice,16.0,13,7,302.2,0.65,34.2,168.5,-0.08,2019
R0004,8,58.4,Barley,36.7,92,176,377.7,0.19,25.8,80.1,18.92,2020
R0220,8,71.3,Maize,9.5,2,151,169.1,0.21,21.8,115.1,10.4,2023
R0020,11,57.9,Wheat,45.9,23,160,441.1,0.25,16.0,200.4,14.34,2023
R0152,10,143.9,Maize,14.7,64,18,156.0,0.18,6.3,27.6,9.33,2020
R0050,11,58.2,Rice,14.2,47,1,260.3,0.66,16.1,186.3,2.66,2021
R0177,7,175.5,Wheat,13.2,9,54,130.1,0.99,20.0,99.4,1.61,2021
R0096,5,126.8,Barley,5.6,12,138,318.1,0.65,11.3,207.5,9.9,2022
R0105,1,129.1,Maize,39.7,99,16,367.9,0.61,10.2,59.6,22.49,2023
R0250,12,134.2,Maize,44.4,72,169,476.5,0.41,20.3,226.0,15.08,2022
R0117,9,75.6,Barley,32.6,13,60,395.7,0.31,22.6,200.8,9.69,2023
R0228,7,79.7,Maize,13.5,99,130,316.4,0.91,12.2,291.9,13.42,2024
R0066,2,97.8,Rice,17.8,9,85,473.0,0.97,22.6,275.1,2.3,2024
R0262,6,139.0,Barley,26.4,39,34,291.4,0.5,32.0,99.3,11.73,2019
R0295,2,81.5,Maize,47.9,22,102,324.5,0.29,19.2,27.6,12.77,2024
R0243,1,67.4,Barley,16.1,98,65,338.4,0.77,30.7,203.5,10.57,2019
R0186,7,195.5,Wheat,37.9,54,0,264.0,0.13,32.8,188.8,10.64,2024
R0246,2,53.3,Barley,24.8,62,134,435.4,0.77,7.8,27.7,5.68,2018
R0125,2,170.4,Maize,18.4,70,147,174.1,0.82,7.9,54.3,15.65,2024
R0268,11,168.2,Rice,25.5,41,170,321.9,0.12,19.3,183.7,12.88,2022
R0131,5,94.6,Barley,8.2,98,118,388.9,0.98,22.6,275.3,7.49,2020
R0237,5,70.3,Barley,40.9,65,133,461.6,0.99,17.8,273.8,13.04,2022
R0018,7,71.8,Maize,15.9,78,54,453.6,0.94,14.8,62.4,4.97,2020
R0040,1,154.6,Rice,37.6,72,99,303.5,0.5,24.2,127.7,20.07,2021
R0021,8,146.4,Rice,8.1,46,20,357.3,0.25,5.1,32.1,17.17,2022
R0225,3,167.4,Wheat,48.0,80,50,257.7,0.58,34.0,151.4,13.46,2021
R0282,4,190.6,Wheat,13.7,51,173,287.3,0.42,12.0,230.9,18.54,2019
R0008,9,153.8,Maize,44.7,17,162,462.5,0.21,32.5,241.2,15.31,2019
R0100,4,73.4,Rice,41.4,78,99,472.3,0.42,8.3,159.7,11.0,2018
R0240,10,86.5,Rice,48.6,17,7,458.2,0.66,12.1,46.8,-3.05,2024
R0087,12,176.3,Wheat,26.5,23,67,155.3,0.07,12.0,126.8,15.94,2022
R0298,5,81.4,Wheat,37.7,22,106,440.0,0.33,34.9,281.0,12.1,2021
R0014,7,60.9,Maize,21.7,11,143,479.3,0.02,5.1,84.3,24.29,2020
R0002,4,155.5,Rice,13.3,22,66,244.5,0.75,24.2,109.5,11.08,2019
R0293,1,110.4,Barley,24.9,20,198,307.5,0.64,31.1,229.1,8.87,2024
R0041,9,188.0,Wheat,12.5,63,191,411.6,0.06,25.2,225.4,27.81,2019
R0111,4,147.5,Maize,49.2,89,1,324.8,0.96,15.9,275.4,6.73,2020
R0014,9,63.6,Rice,9.3,71,0,497.4,0.02,33.7,128.7,19.6,2024
R0231,6,192.2,Rice,31.5,93,185,282.3,0.59,31.8,164.1,19.36,2024
R0084,1,88.8,Wheat,33.2,33,0,385.6,0.78,18.0,150.9,-3.69,2021
R0130,12,100.6,Maize,29.2,1,101,417.0,0.79,22.2,279.8,-1.07,2021
R0231,3,110.3,Barley,34.8,68,114,297.6,0.03,34.0,235.4,15.43,2022
R0145,11,57.7,Wheat,10.2,30,134,442.8,0.91,34.5,252.8,-0.5,2022
R0028,2,124.5,Maize,30.0,96,87,318.5,0.92,18.5,57.3,9.47,2023
R0066,9,68.5,Rice,17.9,67,196,264.7,0.56,30.4,241.7,21.25,2023
R0163,12,110.1,Barley,47.3,69,91,143.1,0.48,14.1,141.2,24.37,2018
R0229,1,102.6,Maize,39.3,86,17,257.4,0.04,16.2,26.5,9.08,2019
R0261,9,165.9,Barley,48.8,18,87,393.6,0.56,9.9,36.8,15.55,2022
R0164,9,170.5,Maize,6.7,71,159,468.5,0.41,11.3,209.8,15.33,2021
R0287,8,73.0,Maize,17.8,12,172,200.7,0.77,24.7,124.2,11.26,2020
R0010,8,105.0,Maize,13.8,64,32,242.1,0.4,20.3,263.1,2.04,2021
R0195,11,106.0,Maize,5.5,5,72,161.6,0.68,11.9,225.6,7.43,2019
R0118,12,72.7,Barley,15.9,70,176,376.3,0.1,17.1,26.1,10.66,2023
R0270,1,169.8,Wheat,35.5,26,160,484.1,0.13,16.2,212.3,20.29,2021
R0080,11,156.1,Barley,15.4,78,198,356.4,0.14,34.6,73.9,24.95,2018
R0093,8,78.6,Maize,27.9,51,195,346.8,0.05,30.6,138.3,21.72,2019
R0266,10,105.0,Barley,45.0,97,27,321.4,0.54,16.6,194.9,9.73,2023
R0257,3,65.9,Barley,36.2,86,86,135.4,0.79,32.4,264.4,16.92,2020
R0133,11,144.2,Barley,22.8,47,52,391.8,0.61,15.3,147.7,10.03,2023
R0276,7,68.2,Maize,21.8,87,43,340.8,0.57,25.0,246.4,9.83,2024
R0264,11,197.9,Barley,25.5,78,79,364.6,0.68,34.0,239.2,16.55,2018
R0171,1,167.1,Rice,13.0,98,182,459.5,0.34,16.7,136.1,22.32,2019
R0001,1,108.5,Maize,33.5,67,137,413.6,0.36,25.4,160.3,19.71,2020
R0064,10,136.8,Barley,21.4,43,13,412.4,0.31,13.9,216.1,8.42,2018
R0284,5,186.7,Rice,43.4,16,102,470.9,0.71,13.0,28.7,8.37,2023
R0121,5,133.1,Barley,39.0,94,35,496.0,0.16,22.2,269.4,21.21,2018
R0107,8,76.2,Wheat,32.5,37,33,332.5,0.01,34.4,235.5,9.73,2019
R0175,7,106.8,Barley,21.4,9,87,143.6,0.6,18.6,89.8,1.14,2022
R0204,8,176.5,Barley,14.4,53,145,283.7,0.94,33.1,294.7,13.02,2018
R0165,6,146.6,Wheat,39.9,90,15,415.0,0.61,32.4,70.2,17.18,2024
R0120,6,147.6,Maize,26.9,5,164,111.1,0.78,12.6,275.9,13.0,2018
R0044,2,180.0,Wheat,15.1,5,40,122.8,0.67,17.1,110.9,7.21,2023
R0156,6,184.1,Maize,13.8,51,24,126.9,0.5,24.3,233.7,9.83,2023
R0207,5,188.0,Wheat,12.4,14,125,392.4,0.72,20.5,147.8,11.17,2020
R0108,3,64.2,Barley,40.0,67,7,300.5,0.82,7.9,226.2,5.02,2023
R0251,6,131.6,Barley,15.3,56,111,247.6,0.22,34.8,63.6,13.12,2021
R0130,8,161.1,Maize,28.7,55,93,142.2,0.34,27.6,95.5,20.31,2019
R0293,9,163.5,Maize,25.3,6,83,392.9,0.22,18.1,48.0,7.97,2019
R0020,1,141.0,Rice,31.1,50,145,228.4,0.45,23.5,262.2,20.27,2022
R0282,3,75.0,Rice,44.5,57,67,206.1,0.89,7.6,103.0,14.86,2022
R0285,3,169.6,Barley,44.0,63,175,360.9,0.35,19.9,214.5,23.3,2019
R0001,11,158.0,Barley,25.3,25,197,323.6,0.37,32.9,249.7,10.17,2024
R0119,8,62.9,Rice,5.7,57,66,245.0,0.86,31.9,272.4,6.81,2022
R0035,1,119.6,Rice,24.2,30,145,356.6,0.52,15.1,49.8,10.85,2020
R0198,5,76.1,Maize,32.3,65,110,208.5,0.54,20.9,270.0,11.36,2023
R0245,3,100.6,Wheat,30.1,91,17,417.9,0.86,25.9,75.2,7.58,2019
R0059,2,52.7,Maize,34.3,12,55,191.7,0.49,15.2,226.3,9.66,2022
R0161,8,110.0,Rice,11.9,17,150,163.5,0.68,6.9,224.1,8.0,2019
R0179,3,132.5,Barley,34.1,93,34,413.0,0.09,20.2,22.4,17.51,2021
R0206,7,142.9,Rice,13.2,74,133,383.2,0.18,23.0,81.8,18.13,2018
R0012,12,149.5,Barley,38.8,12,117,173.1,0.4,5.2,157.7,17.45,2023
R0276,11,175.4,Barley,20.3,23,25,146.5,0.49,7.9,137.6,6.1,2019
R0181,1,82.3,Barley,36.9,56,60,435.4,0.97,11.2,277.2,-2.4,2018
R0242,6,68.1,Barley,7.2,28,87,410.6,0.97,15.4,120.7,-6.84,2022
R0216,3,177.7,Wheat,23.4,55,14,230.9,0.85,21.2,282.4,9.16,2018
R0251,8,73.5,Rice,36.7,53,90,363.3,0.32,13.8,148.6,9.45,2023
R0299,6,196.2,Maize,15.2,4,31,149.7,0.96,13.3,290.0,7.16,2019
R0126,12,176.4,Barley,40.8,34,139,302.8,0.69,31.1,226.5,6.02,2021
R0217,2,125.1,Barley,33.4,18,132,107.5,0.39,9.4,252.2,9.69,2024
R0285,6,197.2,Maize,31.4,54,63,256.6,0.7,19.9,49.4,4.59,2022
R0185,7,64.6,Maize,20.9,76,198,129.9,0.02,33.6,184.1,23.23,2019
R0039,5,95.5,Barley,26.7,68,85,290.1,0.15,23.8,60.0,19.13,2023
R0223,3,145.7,Maize,31.9,43,154,268.7,0.83,26.5,103.3,14.2,2022
R0184,4,102.5,Maize,26.3,77,44,277.8,0.65,17.9,194.6,5.2,2020
R0178,4,189.3,Wheat,36.4,37,34,118.1,0.36,5.6,223.3,7.18,2018
R0294,6,59.8,Maize,24.5,61,25,244.6,0.5,24.4,31.0,9.72,2024
R0151,10,132.4,Rice,14.1,21,22,402.6,0.91,24.0,168.7,-8.85,2023
R0126,1,138.6,Rice,14.6,72,140,247.6,0.63,8.3,178.3,14.29,2020
R0234,11,147.9,Rice,5.3,39,130,386.1,0.4,18.9,42.1,20.44,2019
R0008,4,88.3,Barley,18.5,25,28,247.8,0.12,32.5,160.2,7.28,2021
R0129,10,104.7,Rice,38.7,4,193,269.3,0.29,11.2,219.9,6.99,2022
R0264,4,176.6,Wheat,40.7,92,63,325.6,0.98,18.8,34.9,8.56,2018
R0157,10,79.2,Rice,14.1,53,155,480.3,0.44,18.8,232.9,10.65,2022
R0005,1,174.0,Barley,48.2,85,163,143.5,0.47,29.3,181.4,32.65,2024
R0086,9,134.4,Wheat,27.6,48,112,113.2,0.5,29.7,253.3,22.23,2019
R0175,4,164.3,Rice,46.3,2,133,343.2,0.88,27.8,81.1,10.48,2022
R0290,7,157.0,Wheat,36.8,91,138,479.6,0.6,16.0,253.3,15.43,2018
R0193,12,81.1,Wheat,37.5,37,165,495.9,0.69,7.2,46.5,16.14,2019
R0119,3,135.3,Barley,8.8,13,117,293.7,0.39,15.5,133.1,4.13,2022
R0218,10,180.2,Barley,14.9,46,161,287.2,0.03,25.4,75.9,25.0,2021
R0114,12,114.8,Wheat,5.4,13,66,358.0,0.93,26.1,265.3,5.4,2023
R0145,3,195.0,Rice,37.2,74,107,322.3,0.95,34.0,217.4,11.79,2019
R0026,8,117.8,Barley,20.5,72,173,353.6,0.95,18.6,27.1,18.39,2023
R0136,8,71.4,Wheat,40.4,37,85,449.6,0.94,24.0,22.7,0.98,2019
R0232,11,108.4,Maize,20.3,63,28,398.5,0.82,21.2,101.5,-1.26,2021
R0076,12,192.8,Maize,41.9,43,59,298.8,0.68,9.5,60.1,14.98,2023
R0289,1,98.0,Barley,10.9,69,53,284.7,0.84,18.8,196.5,7.3,2020
R0001,10,180.2,Rice,12.8,64,92,355.8,0.6,21.3,205.9,15.41,2018
R0147,2,182.2,Maize,20.3,24,68,282.3,0.13,33.5,283.7,21.29,2020
R0287,8,102.5,Maize,23.4,15,116,283.1,0.39,16.0,286.6,6.43,2022
R0142,1,62.5,Maize,20.7,14,8,106.5,0.97,34.4,204.5,1.33,2021
R0053,12,158.7,Rice,39.4,97,125,169.6,0.35,21.3,21.6,28.86,2020
R0069,8,96.7,Rice,9.4,80,76,295.4,0.87,12.3,120.5,12.79,2019
R0090,8,167.4,Barley,20.8,2,9,429.1,0.09,10.7,163.7,4.67,2022
R0220,2,116.4,Barley,42.7,66,101,211.5,0.33,9.3,159.8,11.36,2022
R0192,4,122.8,Maize,8.0,36,195,309.1,0.35,18.6,188.9,13.41,2020
R0063,6,166.7,Rice,47.4,80,57,238.0,0.05,5.7,289.0,14.88,2020
R0073,12,107.4,Wheat,49.4,54,112,141.9,0.12,18.4,267.9,17.71,2021
R0161,11,116.5,Maize,9.0,37,179,483.3,0.19,34.7,50.5,17.9,2018
R0169,9,106.4,Barley,18.1,62,161,441.9,0.84,25.1,94.5,11.96,2020
R0089,8,105.1,Rice,21.8,0,105,131.4,0.06,27.8,253.3,5.32,2024
R0176,12,128.9,Barley,39.9,70,34,387.9,0.3,8.6,250.8,13.31,2020
R0269,8,171.3,Barley,31.8,89,102,239.0,0.01,19.2,97.1,11.06,2023
R0073,7,104.3,Rice,34.0,18,102,497.9,0.7,13.6,224.6,5.93,2019
R0245,9,128.6,Maize,39.1,51,160,221.0,0.62,31.8,208.2,21.6,2024
R0077,2,150.6,Rice,10.3,29,199,195.5,0.64,10.4,152.6,7.45,2024
R0159,3,90.4,Maize,42.5,54,159,327.2,0.37,18.8,76.4,19.34,2023
R0098,10,91.6,Barley,36.8,13,182,434.1,0.21,22.6,268.8,12.62,2023
R0102,8,190.0,Rice,31.0,12,96,177.0,0.72,20.4,209.8,13.31,2022
R0132,6,158.5,Wheat,45.0,83,135,383.8,0.81,29.9,67.3,15.77,2018
R0102,10,136.6,Maize,36.5,89,173,124.6,0.14,11.9,217.3,24.85,2019
R0019,9,147.2,Wheat,14.1,26,141,467.6,0.49,16.3,227.6,11.43,2021
R0082,10,54.4,Maize,24.3,88,135,132.4,0.25,28.8,268.3,24.83,2024
R0279,4,142.7,Rice,27.2,8,105,465.7,0.17,20.8,82.4,14.28,2021
R0129,8,126.4,Wheat,7.5,40,70,296.3,0.73,17.1,296.9,3.35,2020
R0089,10,131.9,Rice,48.0,47,76,279.2,0.54,5.9,63.0,12.3,2020
R0213,3,103.9,Maize,10.8,11,53,489.3,0.22,27.6,188.2,6.19,2021
R0143,3,62.2,Maize,36.4,9,20,496.2,0.31,34.2,204.0,6.12,2020
R0065,8,79.0,Maize,27.8,5,110,360.1,0.97,23.6,137.3,-0.01,2018
R0076,5,192.6,Maize,6.2,33,74,150.8,0.85,30.7,153.0,5.44,2023
R0199,3,111.3,Barley,46.6,51,13,302.5,0.88,20.5,269.5,6.34,2020
R0143,10,120.0,Maize,43.3,40,1,311.7,0.46,12.0,200.7,7.71,2022
R0093,11,57.9,Wheat,28.6,82,188,305.8,0.62,5.4,159.2,22.88,2020
R0224,1,55.6,Maize,15.3,5,107,327.8,0.38,24.6,55.9,5.19,2019
R0291,3,157.6,Rice,10.5,1,144,107.5,0.08,19.8,22.1,1.89,2018
R0102,12,130.7,Barley,21.4,14,77,384.5,0.4,28.5,55.0,6.35,2019
R0267,9,126.3,Wheat,16.5,16,47,385.0,0.59,25.8,287.7,-3.8,2019
R0110,5,86.5,Barley,27.8,15,90,146.2,0.29,34.6,233.9,11.39,2022
R0265,12,161.7,Barley,48.5,27,135,328.1,0.85,20.3,290.8,1.65,2018
R0003,10,75.2,Barley,30.9,84,183,327.3,0.15,17.8,30.0,17.46,2018
R0085,2,78.5,Rice,45.0,71,16,373.0,0.37,13.6,210.5,9.5,2018
R0282,7,119.1,Barley,34.3,9,196,134.2,0.12,19.3,32.4,23.38,2018
R0117,2,92.9,Barley,26.4,9,11,350.6,0.4,31.2,239.0,-1.44,2018
R0221,4,87.1,Maize,43.5,9,165,212.3,0.04,6.3,126.7,15.0,2022
R0154,12,146.8,Rice,26.2,72,145,302.8,0.27,34.3,46.8,22.17,2020
R0153,7,147.6,Wheat,44.1,27,25,409.3,0.4,34.8,179.1,15.71,2019
R0012,4,173.7,Wheat,18.1,23,36,382.3,0.48,22.9,98.4,10.69,2018
R0133,7,112.7,Wheat,10.8,18,69,147.6,0.54,14.9,204.7,12.6,2024
R0293,7,61.0,Rice,43.5,96,168,336.5,0.27,11.7,204.3,26.36,2020
R0300,1,91.0,Wheat,31.4,67,78,487.6,0.52,13.3,217.4,5.21,2020
R0228,6,197.0,Rice,45.0,55,169,162.7,0.51,6.5,297.9,21.08,2019
R0271,9,139.4,Maize,47.2,66,89,441.2,0.32,19.3,128.3,20.62,2022
R0043,2,156.5,Maize,7.4,41,40,381.0,0.83,6.7,150.3,-0.86,2021
R0021,3,51.1,Rice,27.5,11,174,409.6,0.55,26.6,245.3,6.64,2021
R0107,10,127.7,Wheat,21.9,17,141,212.8,0.33,16.2,181.9,8.4,2020
R0117,5,55.6,Rice,33.2,22,128,215.2,0.95,11.0,30.4,11.25,2023
R0124,9,135.4,Rice,40.7,83,16,462.4,0.85,21.3,256.1,6.33,2023
R0281,4,188.1,Barley,17.6,5,182,243.9,0.98,34.2,34.4,7.91,2019
R0292,1,195.3,Rice,30.1,52,52,125.2,0.69,25.9,67.8,5.46,2021
R0203,4,131.1,Barley,36.9,97,117,340.2,0.38,19.8,48.6,19.2,2020
R0051,6,118.7,Maize,11.0,41,108,149.9,0.28,28.3,41.8,9.83,2022
R0271,5,191.8,Barley,41.6,65,158,418.6,0.66,27.1,27.2,17.43,2021
R0277,1,151.0,Rice,32.3,29,189,356.7,0.98,31.8,35.4,4.35,2020
R0141,4,59.7,Maize,47.7,8,135,449.9,0.63,11.1,143.9,8.01,2020
R0275,6,119.9,Barley,20.3,90,157,413.9,0.88,30.8,90.8,11.28,2018
R0290,10,86.0,Rice,9.9,41,76,144.8,0.33,14.0,55.4,3.88,2022
R0052,10,120.5,Maize,27.8,33,79,252.4,0.41,33.2,204.4,3.83,2018
R0027,4,118.3,Barley,8.9,39,193,409.8,0.91,13.4,83.3,3.39,2019
R0157,9,137.3,Rice,48.6,87,44,266.9,0.76,32.8,25.3,11.63,2018
R0239,5,103.5,Rice,6.7,16,17,488.9,0.98,33.9,137.2,-4.02,2024
R0156,8,74.6,Wheat,38.9,28,98,394.3,0.77,9.4,106.9,7.32,2018
R0291,9,125.6,Wheat,28.6,99,172,106.2,0.45,34.2,109.2,23.61,2024
R0136,10,174.5,Barley,21.6,49,146,452.0,0.53,7.6,144.7,10.31,2021
R0144,5,149.6,Barley,8.0,75,67,140.3,0.9,11.6,207.3,17.15,2023
R0106,6,100.8,Barley,33.0,94,82,156.2,0.55,18.3,192.6,13.94,2020
R0158,1,190.3,Rice,31.3,48,49,393.8,0.26,34.8,282.4,15.74,2024
R0146,11,186.8,Barley,17.6,72,24,446.0,0.44,19.7,165.0,10.77,2022
R0002,12,81.4,Rice,46.0,60,165,314.5,0.52,21.5,152.3,18.29,2018
R0077,7,55.9,Barley,18.7,82,120,215.6,0.1,25.8,79.8,16.69,2024
R0132,4,161.2,Rice,25.2,45,163,240.5,0.74,34.0,231.5,16.17,2022
R0090,11,174.1,Rice,29.5,45,67,237.2,0.11,28.5,59.4,14.36,2023
R0263,2,195.2,Wheat,9.5,16,55,230.7,0.4,11.7,157.5,12.34,2023
R0108,5,183.5,Maize,46.9,65,38,197.2,0.8,14.1,138.0,7.56,2018
R0074,12,140.1,Rice,21.9,4,62,343.5,0.47,7.9,204.3,-2.86,2019
R0039,3,129.5,Barley,8.6,53,127,460.2,0.84,24.3,276.9,2.81,2018
R0159,6,54.2,Wheat,22.4,15,134,222.8,0.34,10.4,285.0,15.7,2021
R0071,8,87.0,Barley,32.0,80,121,174.7,0.96,12.7,67.0,13.33,2024
R0241,7,118.9,Barley,28.1,90,185,435.4,0.21,31.6,93.3,24.1,2020
R0298,3,144.3,Rice,36.3,6,58,396.7,0.04,14.8,247.3,6.42,2019
R0036,8,133.6,Rice,7.5,7,47,472.3,0.87,22.0,165.1,-1.18,2018
R0084,2,161.4,Maize,17.8,71,132,166.2,0.75,16.9,146.8,10.63,2022
R0263,10,92.0,Rice,41.9,86,35,157.7,0.23,7.2,219.0,10.39,2019
R0172,9,134.7,Rice,8.6,95,87,316.6,0.98,15.9,188.5,8.82,2024
R0173,4,63.2,Maize,43.5,81,24,345.8,0.5,17.2,291.8,13.24,2019
R0047,1,112.0,Barley,9.1,37,172,292.1,0.95,31.9,183.5,12.35,2024
R0141,8,162.5,Maize,42.6,53,18,339.6,0.51,14.7,150.5,12.68,2018
R0118,7,154.0,Maize,21.2,75,134,172.2,0.47,16.4,172.0,9.69,2024
R0277,11,198.6,Maize,32.5,14,185,291.8,0.45,28.5,246.4,15.19,2019
R0214,5,91.7,Wheat,11.9,91,65,363.2,0.33,27.8,191.5,13.83,2022
R0220,10,124.7,Barley,8.0,49,79,273.1,0.53,28.9,201.2,2.47,2023
R0026,5,99.4,Wheat,14.7,55,166,371.8,0.45,33.6,292.0,15.3,2019
R0009,7,116.1,Wheat,10.8,94,124,280.5,0.04,28.9,193.2,19.68,2024
R0271,5,178.5,Rice,19.1,8,145,233.4,0.26,17.2,126.5,15.65,2023
R0010,8,152.6,Maize,28.1,7,102,221.4,0.21,29.6,213.6,11.48,2024
R0121,11,182.4,Maize,31.5,18,128,264.4,0.87,20.3,204.6,6.42,2022
R0125,6,80.5,Wheat,40.5,50,190,109.2,0.6,13.3,23.9,21.89,2024
R0170,5,181.0,Rice,34.5,71,130,367.4,0.76,14.1,150.9,3.14,2018
R0072,9,59.0,Rice,32.4,97,126,438.0,0.96,11.7,228.0,10.24,2020
R0152,11,183.3,Rice,23.5,56,20,241.9,0.64,9.3,159.7,0.4,2019
R0208,2,99.4,Barley,26.3,67,125,118.4,0.98,10.5,238.3,9.4,2020
R0049,1,97.2,Wheat,23.7,30,123,494.7,0.31,6.9,146.2,15.25,2024
R0154,8,126.8,Barley,42.9,2,157,205.5,0.19,31.7,295.3,7.24,2022
R0293,12,191.1,Rice,15.4,98,10,150.6,0.4,32.9,102.0,7.47,2019
R0068,3,57.2,Rice,5.3,82,21,247.9,0.47,22.6,45.8,21.55,2024
R0050,11,102.8,Rice,34.3,42,110,395.4,0.9,30.2,140.4,-0.05,2023
R0152,12,178.5,Maize,14.1,28,124,217.6,0.56,10.5,171.7,20.05,2021
R0019,12,109.4,Wheat,45.1,9,56,329.9,0.29,32.1,117.7,7.71,2024
R0100,12,79.9,Maize,43.7,11,88,266.2,0.74,20.2,87.8,3.41,2020
