Record_number,Study_midyear,Latitude,Longitude,Biome,Ecosystem_type,MAT,MAP,Rs_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Decade,spring_ratio,summer_ratio,autumn_ratio,winter_ratio
5424.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,848.0,,,,,,2000,,,,
5425.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,1082.0,,,,,,2000,,,,
5426.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,1094.0,,,,,,2000,,,,
5427.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,416.0,,,,,,2000,,,,
5428.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,787.0,,,,,,2000,,,,
5429.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,810.0,,,,,,2000,,,,
5430.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,999.0,,,,,,2000,,,,
5431.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,1124.0,,,,,,2000,,,,
5432.0,2007.5,23.17,112.54,Subtropical,Forest,21.4,1956.0,1116.0,,,,,,2000,,,,
5433.0,2011.0,24.4,117.91,Subtropical,Wetland,21.0,1371.0,650.0,,,,,,2010,,,,
5434.0,2009.5,-16.57,-56.28,Temperate,Wetland,8.6,1250.0,1220.0,,,,,,2000,,,,
5435.0,2008.0,68.9047,-148.8758,Arctic,Tundra,-6.2,250.0,296.0,,,,0.163,1.818,2000,,,,0.0005506756756756757
5436.0,2008.0,68.1753,-149.4406,Arctic,Tundra,-6.2,250.0,125.0,,,,0.189,0.568,2000,,,,0.001512
5437.0,2008.0,67.9911,-149.7608,Boreal,Forest,2.0,561.0,426.0,,,,0.284,2.538,2000,,,,0.0006666666666666666
5438.0,2008.0,67.1833,-150.2969,Boreal,Forest,2.0,561.0,292.0,,,,0.42,1.364,2000,,,,0.0014383561643835617
5439.0,2008.0,65.6439,-147.4714,Boreal,Forest,2.0,561.0,474.0,,,,0.508,2.5,2000,,,,0.0010717299578059073
5440.0,2001.5,18.42,99.72,Tropical,Forest,25.8,1284.0,1024.0,,,,,,2000,,,,
5441.0,2002.5,18.42,99.72,Tropical,Forest,25.8,1284.0,1109.0,,,,,,2000,,,,
5442.0,2003.5,18.42,99.72,Tropical,Forest,25.8,1284.0,919.0,,,,,,2000,,,,
5443.0,2004.5,18.42,99.72,Tropical,Forest,25.8,1284.0,784.0,,,,,,2000,,,,
5444.0,2003.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,719.0,,,,,2.9,2000,,,,
5445.0,2004.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,605.0,,,,,2.0,2000,,,,
5446.0,2003.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,643.0,,,,,2.5,2000,,,,
5447.0,2004.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,568.0,,,,,1.9,2000,,,,
5448.0,2003.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,1097.0,,,,,4.4,2000,,,,
5449.0,2004.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,1135.0,,,,,4.2,2000,,,,
5450.0,2003.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,984.0,,,,,4.0,2000,,,,
5451.0,2004.5,42.37,11.8,Mediterranean,Forest,15.0,676.0,1097.0,,,,,3.9,2000,,,,
5454.0,2009.0,33.5,111.9,Temperate,Forest,15.1,900.0,802.0,,,,,,2000,,,,
5455.0,2009.0,33.5,111.9,Temperate,Forest,15.1,900.0,761.0,,,,,,2000,,,,
5456.0,2010.0,29.13333333,117.9166667,Subtropical,Forest,15.1,2000.0,508.0,,,,,,2010,,,,
5457.0,2010.0,29.13333333,117.9166667,Subtropical,Forest,15.1,2000.0,480.0,,,,,,2010,,,,
5458.0,2003.0,2.82,111.85,Tropical,Forest,27.7,2163.0,681.0,,,,,,2000,,,,
5459.0,2003.0,2.82,111.93,Tropical,Forest,32.8,2471.0,494.0,,,,,,2000,,,,
5460.0,2003.0,2.78,111.83,Tropical,Forest,34.5,2928.0,436.0,,,,,,2000,,,,
5461.0,2001.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1430.1,,,,,,2000,,,,
5462.0,2002.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1331.1,,,,,,2000,,,,
5463.0,2003.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1541.5,,,,,,2000,,,,
5464.0,2004.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1560.2,,,,,,2000,,,,
5465.0,2005.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1333.3,,,,,,2000,,,,
5466.0,2006.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1639.9,,,,,,2000,,,,
5467.0,2007.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1203.9,,,,,,2000,,,,
5468.0,2008.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1338.2,,,,,,2000,,,,
5469.0,2009.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1242.5,,,,,,2000,,,,
5470.0,2010.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1229.3,,,,,,2010,,,,
5471.0,2001.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1161.9,,,,,,2000,,,,
5472.0,2002.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1231.3,,,,,,2000,,,,
5473.0,2003.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1317.4,,,,,,2000,,,,
5474.0,2004.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1268.6,,,,,,2000,,,,
5475.0,2005.5,35.97,-79.13,Temperate,Forest,8.6,900.0,1063.3,,,,,,2000,,,,
5476.0,2003.5,36.2,-79.28,Temperate,Forest,8.6,900.0,1219.7,,,,,,2000,,,,
5477.0,2004.5,36.2,-79.28,Temperate,Forest,8.6,900.0,1096.7,,,,,,2000,,,,
5478.0,2005.5,36.2,-79.28,Temperate,Forest,8.6,900.0,782.1,,,,,,2000,,,,
5479.0,2008.5,40.59425,-3.916805556,Mediterranean,Forest,14.0,655.0,970.0,,,,,,2000,,,,
5480.0,2008.5,40.59436111,-3.917138889,Mediterranean,Forest,14.0,655.0,450.0,,,,,,2000,,,,
5481.0,2008.5,40.56883333,-4.134666667,Mediterranean,Forest,13.0,788.0,1010.0,,,,,,2000,,,,
5482.0,2008.5,40.51666667,-4.134777778,Mediterranean,Forest,13.0,788.0,790.0,,,,,,2000,,,,
5483.0,2008.5,40.72255556,-4.116694444,Mediterranean,Forest,8.0,895.0,1380.0,,,,,,2000,,,,
5484.0,2008.5,40.73569444,-4.100527778,Mediterranean,Forest,8.0,895.0,1220.0,,,,,,2000,,,,
5485.0,2008.0,34.73305556,92.89027778,Arctic,Grassland,-6.2,250.0,1.67,,,,,,2000,,,,
5486.0,2005.5,37.73333333,112.3666667,Temperate,Forest,10.0,413.9,1733.0,,,,,,2000,,,,
5487.0,2006.5,37.73333333,112.3666667,Temperate,Forest,10.0,413.9,1290.0,,,,,,2000,,,,
5488.0,2007.5,37.73333333,112.3666667,Temperate,Forest,10.0,413.9,1487.0,,,,,,2000,,,,
5489.0,2008.5,37.73333333,112.3666667,Temperate,Forest,10.0,413.9,1237.0,,,,,,2000,,,,
5490.0,2009.5,37.73333333,112.3666667,Temperate,Forest,10.0,413.9,1343.0,,,,,,2000,,,,
5491.0,2005.5,37.73333333,112.3666667,Temperate,Grassland,10.0,413.9,2051.0,,,,,,2000,,,,
5492.0,2006.5,37.73333333,112.3666667,Temperate,Grassland,10.0,413.9,1272.0,,,,,,2000,,,,
5493.0,2007.5,37.73333333,112.3666667,Temperate,Grassland,10.0,413.9,1461.0,,,,,,2000,,,,
5494.0,2008.5,37.73333333,112.3666667,Temperate,Grassland,10.0,413.9,1260.0,,,,,,2000,,,,
5495.0,2009.5,37.73333333,112.3666667,Temperate,Grassland,10.0,413.9,1555.0,,,,,,2000,,,,
5496.0,2012.0,18.73,108.88,Tropical,Forest,19.66,2198.0,1673.0,,,,,,2010,,,,
5497.0,2012.0,18.73,108.87,Tropical,Forest,20.0,2198.0,1510.0,,,,,,2010,,,,
5504.0,2011.5,36.85472222,129.0780556,Temperate,Forest,10.2,1387.8,625.0,,,,,,2010,,,,
5505.0,2009.5,37.5,101.2,Temperate,Grassland,8.6,900.0,673.0,,,,0.49,2.97,2000,,,,0.0007280832095096582
5506.0,2010.5,37.5,101.2,Temperate,Grassland,8.6,900.0,696.0,,,,0.44,3.41,2010,,,,0.000632183908045977
5507.0,2011.5,37.5,101.2,Temperate,Grassland,8.6,900.0,694.0,,,,0.43,3.22,2010,,,,0.0006195965417867435
5508.0,2012.5,37.5,101.2,Temperate,Grassland,8.6,900.0,721.0,,,,0.45,3.45,2010,,,,0.0006241331484049931
5509.0,2012.0,32.03017,-116.604219,Temperate,Shrubland,17.0,309.0,367.0,,,,,,2010,,,,
5510.0,2011.0,24.53,101.02,Subtropical,Forest,11.3,1778.0,2062.0,,,,,,2010,,,,
5511.0,2011.0,30.8,111.3,Subtropical,Forest,18.0,1125.0,734.0,,,,,,2010,,,,
5512.0,2011.0,30.8,111.3,Subtropical,Forest,18.0,1125.0,757.0,,,,,,2010,,,,
5513.0,2011.0,30.8,111.3,Subtropical,Forest,18.0,1125.0,829.0,,,,,,2010,,,,
5514.0,2011.5,26.18,117.47,Subtropical,Forest,20.1,1670.0,1434.0,,,,,,2010,,,,
5515.0,2011.5,26.18,117.47,Subtropical,Forest,20.1,1670.0,1118.0,,,,,,2010,,,,
5516.0,2011.5,26.423,109.526,Temperate,Forest,10.1,504.7,900.0,,,,,,2010,,,,
5517.0,2011.5,26.423,109.526,Temperate,Forest,10.1,504.7,825.0,,,,,,2010,,,,
5518.0,2011.5,26.423,109.526,Temperate,Forest,10.1,504.7,660.0,,,,,,2010,,,,
5519.0,2011.5,26.423,109.526,Temperate,Shrubland,10.1,504.7,740.0,,,,,,2010,,,,
5520.0,2011.5,26.423,109.526,Temperate,Shrubland,10.1,504.7,575.0,,,,,,2010,,,,
5521.0,2009.0,29.42,101.83,Temperate,Forest,5.3,1900.0,908.0,,,,,,2000,,,,
5522.0,2009.0,29.42,101.83,Temperate,Forest,5.3,1900.0,643.0,,,,,,2000,,,,
5523.0,2009.0,29.42,101.83,Temperate,Shrubland,5.3,1900.0,1135.0,,,,,,2000,,,,
5524.0,2011.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,1667.0,,,,,,2010,,,,
5525.0,2011.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,1111.0,,,,,,2010,,,,
5526.0,2011.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,384.0,,,,,,2010,,,,
5527.0,2011.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,371.0,,,,,,2010,,,,
5528.0,2012.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,1803.0,,,,,,2010,,,,
5529.0,2012.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,1034.0,,,,,,2010,,,,
5530.0,2012.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,455.0,,,,,,2010,,,,
5531.0,2012.0,-34.13,-71.05,Mediterranean,Forest,14.9,503.0,414.0,,,,,,2010,,,,
5532.0,2013.0,37.90474444,114.2487139,Temperate,Grassland,13.0,560.0,602.7,,,,,,2010,,,,
5533.0,2013.0,37.90333333,114.24745,Temperate,Shrubland,13.0,560.0,464.1,,,,0.26,,2010,,,,0.0005602240896358543
5534.0,2013.0,37.90392222,114.2550444,Temperate,Forest,13.0,560.0,648.5,,,,0.45,,2010,,,,0.0006939090208172707
5535.0,2011.0,52.4,5.92,Temperate,Shrubland,8.6,1072.0,392.0,,,,,,2010,,,,
5536.0,2011.0,52.4,5.92,Temperate,Shrubland,8.6,1072.0,337.0,,,,,,2010,,,,
5537.0,2012.0,52.4,5.92,Temperate,Shrubland,8.6,1072.0,427.0,,,,,,2010,,,,
5538.0,2012.0,52.4,5.92,Temperate,Shrubland,8.6,1072.0,358.0,,,,,,2010,,,,
5539.0,2012.0,34.25,105.85,Temperate,Forest,8.6,900.0,344.8,,,,,,2010,,,,
5540.0,2012.0,34.25,105.85,Temperate,Forest,8.6,900.0,512.9,,,,,,2010,,,,
5541.0,2009.5,49.35,120.1,Temperate,Grassland,-2.4,350.0,488.47,,,,,,2000,,,,
5542.0,2010.5,49.35,120.1,Temperate,Grassland,-2.4,350.0,507.2,,,,,,2010,,,,
5543.0,2008.5,47.58055556,11.63916667,Temperate,Forest,6.9,1506.0,797.0,,,,,,2000,,,,
5544.0,2009.5,47.58055556,11.63916667,Temperate,Forest,6.9,1506.0,811.0,,,,,,2000,,,,
5545.0,2010.5,47.58055556,11.63916667,Temperate,Forest,6.9,1506.0,791.0,,,,,,2010,,,,
5546.0,2011.5,47.58055556,11.63916667,Temperate,Forest,6.9,1506.0,806.0,,,,,,2010,,,,
5547.0,2012.5,47.58055556,11.63916667,Temperate,Forest,6.9,1506.0,814.0,,,,,,2010,,,,
5548.0,2002.5,53.83,-105.5,Boreal,Forest,2.0,561.0,691.0,,,,,,2000,,,,
5549.0,2003.5,53.83,-105.5,Boreal,Forest,2.0,561.0,669.0,,,,,,2000,,,,
5550.0,2004.5,53.83,-105.5,Boreal,Forest,2.0,561.0,598.0,,,,,,2000,,,,
5551.0,2005.5,53.83,-105.5,Boreal,Forest,2.0,561.0,712.0,,,,,,2000,,,,
5552.0,2006.5,53.83,-105.5,Boreal,Forest,2.0,561.0,661.0,,,,,,2000,,,,
5553.0,2007.5,53.83,-105.5,Boreal,Forest,2.0,561.0,673.0,,,,,,2000,,,,
5554.0,2008.5,53.83,-105.5,Boreal,Forest,2.0,561.0,651.0,,,,,,2000,,,,
5555.0,2009.5,53.83,-105.5,Boreal,Forest,2.0,561.0,635.0,,,,,,2000,,,,
5556.0,2009.5,37.5,127.4,Temperate,Grassland,12.0,1100.0,3010.0,,,,,,2000,,,,
5557.0,2009.5,37.5,127.4,Temperate,Grassland,12.0,1100.0,2200.0,,,,,,2000,,,,
5558.0,2009.5,37.5,127.4,Temperate,Grassland,12.0,1100.0,1980.0,,,,,,2000,,,,
5559.0,2012.0,37.32833333,129.2029444,Temperate,Forest,12.4,1160.0,971.0,,,,,,2010,,,,
5560.0,2012.0,37.32833333,129.2029444,Temperate,Forest,12.4,1160.0,401.0,,,,,,2010,,,,
5561.0,2012.0,48.72694444,15.68888889,Temperate,Forest,3.8,1424.0,626.0,,,,,,2010,,,,
5562.0,2012.0,48.72694444,15.68888889,Temperate,Forest,3.8,1424.0,696.0,,,,,,2010,,,,
5563.0,2012.0,48.72694444,15.68888889,Temperate,Forest,3.8,1424.0,1130.0,,,,,,2010,,,,
5564.0,2012.0,47.82194444,13.63916667,Temperate,Forest,6.6,1964.0,551.0,,,,,,2010,,,,
5565.0,2012.0,47.82194444,13.63916667,Temperate,Forest,6.6,1964.0,463.0,,,,,,2010,,,,
5566.0,2012.0,47.82194444,13.63916667,Temperate,Forest,6.6,1964.0,492.0,,,,,,2010,,,,
5567.0,2010.5,29.5,103.6,Temperate,Forest,15.0,1489.8,427.0,,,,,,2010,,,,
5568.0,2009.5,27.05,118.15,Temperate,Forest,19.4,1731.0,1001.0,2.55,3.52,2.89,1.77,,2000,0.0025474525474525472,0.0035164835164835165,0.0028871128871128873,0.0017682317682317682
5569.0,2009.5,27.05,118.15,Temperate,Forest,19.4,1731.0,577.0,1.23,1.86,2.22,0.88,,2000,0.0021317157712305024,0.003223570190641248,0.0038474870017331025,0.0015251299826689775
5576.0,2008.0,31.67,121.5,Subtropical,Forest,15.3,1003.7,1124.0,,,,,,2000,,,,
5577.0,2008.0,31.67,121.5,Subtropical,Forest,15.3,1003.7,658.0,,,,,,2000,,,,
5578.0,2008.0,31.67,121.5,Subtropical,Agriculture,15.3,1003.7,1010.0,,,,,,2000,,,,
5579.0,2008.0,31.67,121.5,Subtropical,Forest,15.3,1003.7,1007.0,,,,,,2000,,,,
5587.0,2008.0,45.62333333,-90.79666667,Temperate,Forest,8.6,900.0,1018.0,,,,,,2000,,,,
5591.0,2010.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,859.0,,,,,,2010,,,,
5592.0,2011.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,788.0,,,,,,2010,,,,
5593.0,2012.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,897.0,,,,,,2010,,,,
5594.0,2010.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,1053.0,,,,,,2010,,,,
5595.0,2011.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,1167.0,,,,,,2010,,,,
5596.0,2012.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,1148.0,,,,,,2010,,,,
5597.0,2010.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,1047.0,,,,,,2010,,,,
5598.0,2011.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,1069.0,,,,,,2010,,,,
5599.0,2012.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,1110.0,,,,,,2010,,,,
5600.0,2010.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,892.0,,,,,,2010,,,,
5601.0,2011.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,739.0,,,,,,2010,,,,
5602.0,2012.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,990.0,,,,,,2010,,,,
5603.0,2010.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,914.0,,,,,,2010,,,,
5604.0,2011.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,944.0,,,,,,2010,,,,
5605.0,2012.0,36.87,115.02,Temperate,Agriculture,13.2,494.0,900.0,,,,,,2010,,,,
5606.0,2002.5,47.47,7.5,Temperate,Forest,8.6,1150.0,851.0,,,,,,2000,,,,
5607.0,2003.5,47.47,7.5,Temperate,Forest,8.6,1150.0,927.0,,,,,,2000,,,,
5608.0,2004.5,47.47,7.5,Temperate,Forest,8.6,1150.0,851.0,,,,,,2000,,,,
5609.0,2005.5,47.47,7.5,Temperate,Forest,8.6,1150.0,965.0,,,,,,2000,,,,
5610.0,2006.5,47.47,7.5,Temperate,Forest,8.6,1150.0,984.0,,,,,,2000,,,,
5611.0,2007.5,47.47,7.5,Temperate,Forest,8.6,1150.0,795.0,,,,,,2000,,,,
5612.0,2008.5,47.47,7.5,Temperate,Forest,8.6,1150.0,870.0,,,,,,2000,,,,
5613.0,2009.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1041.0,,,,,,2000,,,,
5614.0,2002.5,47.47,7.5,Temperate,Forest,8.6,1150.0,965.0,,,,,,2000,,,,
5615.0,2003.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1116.0,,,,,,2000,,,,
5616.0,2004.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1173.0,,,,,,2000,,,,
5617.0,2005.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1211.0,,,,,,2000,,,,
5618.0,2006.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1362.0,,,,,,2000,,,,
5619.0,2007.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1135.0,,,,,,2000,,,,
5620.0,2008.5,47.47,7.5,Temperate,Forest,8.6,1150.0,965.0,,,,,,2000,,,,
5621.0,2009.5,47.47,7.5,Temperate,Forest,8.6,1150.0,1192.0,,,,,,2000,,,,
5622.0,2012.5,61.85,24.28,Boreal,Forest,3.5,711.0,841.0,,,,,,2010,,,,
5623.0,2008.5,35.2,104.67,Temperate,Grassland,9.4,560.0,293.0,,,,,,2000,,,,
5624.0,2009.5,35.2,104.67,Temperate,Grassland,9.4,560.0,298.0,,,,,,2000,,,,
5625.0,2010.5,35.2,104.67,Temperate,Grassland,9.4,560.0,238.0,,,,,,2010,,,,
5626.0,2011.5,35.2,104.67,Temperate,Grassland,9.4,560.0,234.0,,,,,,2010,,,,
5627.0,2012.5,35.2,104.67,Temperate,Grassland,9.4,560.0,226.0,,,,,,2010,,,,
5628.0,2013.5,35.2,104.67,Temperate,Grassland,9.4,560.0,240.0,,,,,,2010,,,,
5629.0,2010.5,35.2,104.67,Temperate,Forest,9.4,580.0,950.0,,,,,,2010,,,,
5630.0,2011.5,35.2,104.67,Temperate,Forest,9.4,580.0,635.0,,,,,,2010,,,,
5631.0,2012.5,35.2,104.67,Temperate,Forest,9.4,580.0,745.0,,,,,,2010,,,,
5632.0,2011.5,24.53,101.02,Subtropical,Forest,11.3,1840.0,1248.0,,,,,,2010,,,,
5633.0,2008.5,-41.42,175.45,Temperate,Shrubland,10.8,1380.0,768.0,,,,,,2000,,,,
5634.0,2008.5,-41.42,175.45,Temperate,Shrubland,10.8,1380.0,1171.0,,,,,,2000,,,,
5635.0,2008.5,-39.15,175.77,Temperate,Shrubland,8.9,1410.0,1238.0,,,,,,2000,,,,
5636.0,2008.5,-39.15,175.77,Temperate,Shrubland,8.9,1410.0,1330.0,,,,,,2000,,,,
5637.0,2009.5,-41.42,175.45,Temperate,Shrubland,10.8,1380.0,690.0,,,,,,2000,,,,
5638.0,2009.5,-41.42,175.45,Temperate,Shrubland,10.8,1380.0,928.0,,,,,,2000,,,,
5639.0,2009.5,-39.15,175.77,Temperate,Shrubland,8.9,1410.0,864.0,,,,,,2000,,,,
5640.0,2009.5,-39.15,175.77,Temperate,Shrubland,8.9,1410.0,993.0,,,,,,2000,,,,
5653.0,2011.5,40.373,115.944,Temperate,Forest,10.8,454.0,838.0,,,,,,2010,,,,
5671.0,2011.0,39.58,-0.4,Temperate,Agriculture,8.6,900.0,270.0,,,,,,2010,,,,
5675.0,2012.0,52.4,5.92,Temperate,Wetland,10.1,1018.0,435.0,,,,,,2010,,,,
5676.0,2012.0,52.4,5.92,Temperate,Wetland,10.1,1018.0,462.0,,,,,,2010,,,,
5677.0,2012.0,52.4,5.92,Temperate,Wetland,10.1,1018.0,650.0,,,,,,2010,,,,
5692.0,2011.0,-21.71138889,165.8183333,Tropical,Forest,23.1,928.5,175.0,,,,,,2010,,,,
5693.0,2011.0,-21.71138889,165.8183333,Tropical,Forest,23.1,928.5,319.0,,,,,,2010,,,,
5694.0,2011.0,-21.71138889,165.8183333,Tropical,Forest,23.1,928.5,386.0,,,,,,2010,,,,
5695.0,2011.0,-21.71138889,165.8183333,Tropical,Forest,23.1,928.5,872.0,,,,,,2010,,,,
5696.0,2011.0,-21.71138889,165.8183333,Tropical,Forest,23.1,928.5,319.0,,,,,,2010,,,,
5697.0,2011.0,-21.71138889,165.8183333,Tropical,Forest,23.1,928.5,689.0,,,,,,2010,,,,
5709.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1225.0,,,,,,2010,,,,
5710.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1121.0,,,,,,2010,,,,
5711.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1203.0,,,,,,2010,,,,
5712.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1088.0,,,,,,2010,,,,
5713.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1200.0,,,,,,2010,,,,
5714.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1135.0,,,,,,2010,,,,
5715.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1246.0,,,,,,2010,,,,
5716.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1094.0,,,,,,2010,,,,
5717.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1186.0,,,,,,2010,,,,
5718.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1107.0,,,,,,2010,,,,
5719.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1181.0,,,,,,2010,,,,
5720.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1154.0,,,,,,2010,,,,
5721.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1238.0,,,,,,2010,,,,
5722.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1066.0,,,,,,2010,,,,
5723.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1102.0,,,,,,2010,,,,
5724.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1009.0,,,,,,2010,,,,
5725.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1110.0,,,,,,2010,,,,
5726.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1017.0,,,,,,2010,,,,
5727.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1211.0,,,,,,2010,,,,
5728.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1042.0,,,,,,2010,,,,
5729.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1047.0,,,,,,2010,,,,
5730.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,900.0,,,,,,2010,,,,
5731.0,2010.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,1045.0,,,,,,2010,,,,
5732.0,2011.75,23.167,112.525,Subtropical,Forest,21.0,1927.0,922.0,,,,,,2010,,,,
5733.0,2004.5,46.77,-100.9330556,Temperate,Grassland,4.0,410.0,633.0,,,,,,2000,,,,
5734.0,2004.5,46.77,-100.9330556,Temperate,Grassland,4.0,410.0,573.0,,,,,,2000,,,,
5735.0,2004.5,46.77,-100.9330556,Temperate,Grassland,4.0,410.0,723.0,,,,,,2000,,,,
5736.0,2005.5,37.59722,-82.39389,Temperate,Forest,13.3,900.0,601.9,,,,,,2000,,,,
5737.0,2005.5,37.59722,-82.39389,Temperate,Forest,13.3,900.0,457.9,,,,,,2000,,,,
5738.0,2005.5,37.39167,-83.14722,Temperate,Forest,13.3,900.0,836.2,,,,,,2000,,,,
5739.0,2005.5,37.46611,-83.15361,Temperate,Forest,13.3,900.0,920.6,,,,,,2000,,,,
5740.0,2005.5,37.46611,-83.15361,Temperate,Forest,13.3,900.0,990.5,,,,,,2000,,,,
5741.0,2005.5,37.46611,-83.15361,Temperate,Forest,13.3,900.0,991.3,,,,,,2000,,,,
5750.0,2011.5,58.27377778,33.23183333,Boreal,Agriculture,2.0,561.0,502.0,,,,,2.778,2010,,,,
5751.0,2011.5,58.27377778,33.23186111,Boreal,Grassland,2.0,561.0,877.0,,,,,4.167,2010,,,,
5752.0,2011.5,58.078,33.32555556,Boreal,Grassland,2.0,561.0,677.0,,,,,2.546,2010,,,,
5753.0,2011.5,58.078,33.32069444,Boreal,Shrubland,2.0,561.0,444.0,,,,,1.62,2010,,,,
5754.0,2011.5,58.10905556,33.38697222,Boreal,Forest,2.0,561.0,622.0,,,,,1.852,2010,,,,
5755.0,2011.5,57.98758333,33.39563889,Boreal,Forest,2.0,561.0,1001.0,,,,,3.704,2010,,,,
5756.0,2003.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,558.0,,,,,,2000,,,,
5757.0,2003.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,588.0,,,,,,2000,,,,
5758.0,2003.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,371.0,,,,,,2000,,,,
5759.0,2003.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,567.0,,,,,,2000,,,,
5760.0,2003.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,428.0,,,,,,2000,,,,
5761.0,2004.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,535.0,,,,,,2000,,,,
5762.0,2004.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,551.0,,,,,,2000,,,,
5763.0,2004.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,629.0,,,,,,2000,,,,
5764.0,2004.0,63.9,23.93,Boreal,Shrubland,2.4,561.0,575.0,,,,,,2000,,,,
